PM2.5,PM10,NO2,CO,SO2,O3, AQI ,AQI_Bucket,Level
87.0,124.0,28.8,0.0,6.15,30.87, 179.0 ,Moderate,4
47.0,95.0,14.5,0.1,16.6,88.7, 179.0 ,Moderate,4
74.75,155.5,34.15,0.1,7.33,44.07, 179.0 ,Moderate,4
107.0,164.75,39.48,0.0,4.73,19.1, 179.0 ,Moderate,4
0.0,194.0,37.4,0.0,10.55,67.28, 179.0 ,Moderate,4
35.25,116.5,46.3,1.7,9.47,46.0, 179.0 ,Moderate,4
79.5,231.25,39.3,1.15,14.68,49.83, 179.0 ,Moderate,4
74.0,134.0,16.45,0.6,10.57,75.07, 179.0 ,Moderate,4
76.5,136.25,25.12,0.35,11.28,56.85, 179.0 ,Moderate,4
57.0,118.0,31.27,0.0,4.52,83.55, 179.0 ,Moderate,4
83.5,167.5,44.05,0.7,11.7,69.83, 179.0 ,Moderate,4
88.25,214.75,65.8,1.4,16.18,66.78, 179.0 ,Moderate,4
35.5,82.5,5.1,0.1,11.0,85.9, 179.0 ,Moderate,4
102.5,312.0,11.95,0.0,11.03,84.12, 179.0 ,Moderate,4
89.0,223.0,51.03,0.32,9.6,24.45, 179.0 ,Moderate,4
80.0,143.0,38.55,0.35,12.7,77.47, 179.0 ,Moderate,4
58.75,97.75,14.55,0.1,16.45,154.35, 180.0 ,Moderate,4
77.0,102.0,15.85,0.1,9.28,101.45, 180.0 ,Moderate,4
89.75,123.75,21.3,0.1,9.0,84.77, 180.0 ,Moderate,4
94.75,144.5,63.47,0.0,6.67,5.88, 180.0 ,Moderate,4
75.25,149.75,115.02,0.32,0.08,1.98, 180.0 ,Moderate,4
103.75,177.75,32.6,0.1,21.47,85.75, 180.0 ,Moderate,4
118.0,213.25,64.6,0.03,13.42,34.3, 180.0 ,Moderate,4
88.75,217.5,84.28,0.03,5.65,16.15, 180.0 ,Moderate,4
93.0,138.75,27.58,0.1,10.75,105.35, 180.0 ,Moderate,4
87.0,132.0,25.85,0.1,11.28,106.35, 180.0 ,Moderate,4
93.75,130.0,20.15,0.0,7.2,52.9, 180.0 ,Moderate,4
72.5,106.5,12.95,0.08,0.0,93.57, 180.0 ,Moderate,4
101.25,167.0,35.55,0.43,8.12,50.95, 180.0 ,Moderate,4
61.0,109.0,93.48,0.08,10.95,88.67, 180.0 ,Moderate,4
0.0,208.0,34.55,0.0,11.9,72.5, 180.0 ,Moderate,4
0.0,300.0,44.88,0.0,17.23,62.42, 180.0 ,Moderate,4
0.0,240.0,41.35,0.0,14.55,62.55, 180.0 ,Moderate,4
53.0,231.25,55.65,1.93,11.85,48.35, 180.0 ,Moderate,4
13.0,34.0,21.6,0.2,10.35,60.17, 180.0 ,Moderate,4
87.5,155.25,39.45,0.72,13.88,82.33, 180.0 ,Moderate,4
56.75,100.75,20.3,0.4,11.55,80.85, 180.0 ,Moderate,4
46.5,95.25,27.98,0.42,12.52,85.18, 180.0 ,Moderate,4
121.25,223.75,44.2,3.08,16.48,84.08, 180.0 ,Moderate,4
132.5,245.5,43.8,2.88,18.38,84.58, 180.0 ,Moderate,4
123.5,227.75,34.73,0.4,11.82,85.0, 180.0 ,Moderate,4
131.5,272.5,58.38,1.5,8.45,80.67, 180.0 ,Moderate,4
54.0,85.25,4.8,0.12,10.35,85.72, 180.0 ,Moderate,4
24.5,160.5,40.8,0.6,11.07,41.32, 180.0 ,Moderate,4
89.75,222.25,53.17,0.33,10.62,27.3, 180.0 ,Moderate,4
59.0,146.0,40.9,0.4,14.85,54.88, 180.0 ,Moderate,4
91.0,158.0,55.5,0.55,11.3,82.22, 180.0 ,Moderate,4
123.0,171.0,51.83,0.57,12.07,82.58, 180.0 ,Moderate,4
91.0,151.0,37.4,0.5,12.05,82.6, 180.0 ,Moderate,4
91.0,184.0,58.2,0.1,14.25,49.3, 180.0 ,Moderate,4
72.5,134.75,31.43,0.13,13.1,97.98, 181.0 ,Moderate,4
80.0,159.5,41.65,0.18,12.47,70.07, 181.0 ,Moderate,4
84.0,160.0,48.07,0.5,12.1,56.85, 181.0 ,Moderate,4
95.75,172.75,34.12,0.53,10.23,48.52, 181.0 ,Moderate,4
102.75,178.5,53.72,0.1,12.42,45.08, 181.0 ,Moderate,4
117.0,174.0,10.75,0.1,8.1,122.0, 181.0 ,Moderate,4
71.0,99.5,10.0,0.1,8.85,127.4, 181.0 ,Moderate,4
93.75,138.25,20.57,0.1,10.15,86.23, 181.0 ,Moderate,4
83.5,129.75,27.4,0.25,20.07,155.3, 181.0 ,Moderate,4
86.0,135.75,24.22,0.3,19.65,154.33, 181.0 ,Moderate,4
81.75,134.25,31.6,0.28,15.68,146.53, 181.0 ,Moderate,4
75.25,122.75,23.67,0.25,15.6,143.55, 181.0 ,Moderate,4
76.0,122.0,22.25,0.1,16.05,121.55, 181.0 ,Moderate,4
92.0,152.5,39.63,0.08,17.3,98.98, 181.0 ,Moderate,4
117.5,197.25,60.4,0.28,16.47,68.6, 181.0 ,Moderate,4
122.25,208.75,53.08,0.28,13.37,71.05, 181.0 ,Moderate,4
101.5,182.5,130.0,0.03,6.77,12.25, 181.0 ,Moderate,4
90.25,191.75,88.33,0.0,5.62,6.83, 181.0 ,Moderate,4
103.25,163.0,30.15,0.1,14.28,119.55, 181.0 ,Moderate,4
65.0,110.0,29.62,0.08,0.0,99.48, 181.0 ,Moderate,4
92.75,131.25,34.57,0.0,3.55,21.55, 181.0 ,Moderate,4
75.5,125.25,19.02,0.0,6.35,41.17, 181.0 ,Moderate,4
97.25,141.5,40.05,0.0,5.75,23.05, 181.0 ,Moderate,4
67.75,116.5,24.95,0.05,121.12,82.33, 181.0 ,Moderate,4
0.0,276.75,54.5,0.3,0.4,80.8, 181.0 ,Moderate,4
0.0,211.0,14.93,0.0,8.5,32.55, 181.0 ,Moderate,4
0.0,527.0,46.05,3.75,16.3,66.95, 181.0 ,Moderate,4
0.0,309.0,47.85,2.58,14.3,65.7, 181.0 ,Moderate,4
0.0,244.0,42.25,2.05,10.85,68.9, 181.0 ,Moderate,4
0.0,215.0,41.5,1.25,8.22,69.85, 181.0 ,Moderate,4
30.75,68.75,18.25,1.15,8.25,31.62, 181.0 ,Moderate,4
64.5,210.5,47.38,1.33,13.18,50.78, 181.0 ,Moderate,4
79.0,135.0,19.48,0.7,11.47,80.67, 181.0 ,Moderate,4
0.0,113.0,0.65,0.23,8.93,36.77, 181.0 ,Moderate,4
116.0,186.0,28.38,0.32,8.45,65.7, 181.0 ,Moderate,4
50.0,82.0,15.32,0.45,11.65,81.68, 181.0 ,Moderate,4
78.5,144.5,23.55,0.65,11.38,80.85, 181.0 ,Moderate,4
59.5,102.5,29.55,0.0,12.43,85.03, 181.0 ,Moderate,4
64.5,123.0,32.48,1.4,13.73,85.42, 181.0 ,Moderate,4
58.5,234.0,30.82,0.2,9.72,25.7, 181.0 ,Moderate,4
69.75,190.5,61.12,0.38,12.4,29.88, 181.0 ,Moderate,4
90.0,183.0,53.4,0.55,10.95,78.42, 181.0 ,Moderate,4
34.0,86.0,35.95,0.0,9.02,37.4, 181.0 ,Moderate,4
66.0,121.0,18.1,0.1,17.15,155.8, 182.0 ,Moderate,4
62.25,118.5,17.78,0.1,125.3,147.97, 182.0 ,Moderate,4
57.5,104.25,117.72,0.1,14.95,145.03, 182.0 ,Moderate,4
49.75,91.5,15.48,0.03,11.12,149.92, 182.0 ,Moderate,4
90.5,125.75,22.1,0.08,4.8,87.7, 182.0 ,Moderate,4
86.0,105.75,9.4,0.1,8.23,122.98, 182.0 ,Moderate,4
128.0,198.0,44.23,0.05,16.95,49.0, 182.0 ,Moderate,4
104.5,182.0,95.23,0.05,6.4,7.83, 182.0 ,Moderate,4
66.0,107.25,87.72,0.1,18.25,99.45, 182.0 ,Moderate,4
72.0,142.0,31.1,0.08,8.28,61.72, 182.0 ,Moderate,4
98.75,142.25,26.57,0.03,7.15,40.17, 182.0 ,Moderate,4
0.0,243.25,60.75,0.0,8.07,50.9, 182.0 ,Moderate,4
68.25,137.5,21.25,0.0,29.27,36.9, 182.0 ,Moderate,4
0.0,293.0,47.08,0.0,13.72,63.0, 182.0 ,Moderate,4
92.0,206.0,41.8,0.8,5.9,65.65, 182.0 ,Moderate,4
140.0,267.25,26.3,1.62,12.85,62.65, 182.0 ,Moderate,4
113.0,211.0,53.6,1.82,14.5,79.35, 182.0 ,Moderate,4
118.25,207.0,36.02,0.28,11.78,83.95, 182.0 ,Moderate,4
44.75,68.75,13.18,0.32,11.05,80.82, 182.0 ,Moderate,4
93.0,159.0,28.77,0.8,11.15,80.83, 182.0 ,Moderate,4
111.0,291.5,41.3,0.9,9.18,84.5, 182.0 ,Moderate,4
145.5,287.5,74.88,0.43,11.7,71.38, 182.0 ,Moderate,4
64.0,243.25,125.15,2.38,14.62,52.17, 182.0 ,Moderate,4
79.0,182.0,45.9,0.5,11.05,63.17, 182.0 ,Moderate,4
51.0,129.0,40.65,0.0,12.6,40.85, 182.0 ,Moderate,4
38.0,89.0,36.48,0.0,10.38,37.2, 182.0 ,Moderate,4
46.0,119.0,36.23,0.25,8.43,37.3, 182.0 ,Moderate,4
108.5,170.5,28.05,0.5,7.78,34.77, 183.0 ,Moderate,4
87.5,146.0,25.28,0.1,20.98,156.3, 183.0 ,Moderate,4
76.0,115.25,16.22,0.0,6.02,48.5, 183.0 ,Moderate,4
58.25,100.5,12.27,0.1,14.3,97.5, 183.0 ,Moderate,4
83.0,131.0,24.75,0.1,8.8,53.9, 183.0 ,Moderate,4
70.0,114.5,21.72,0.08,11.52,73.02, 183.0 ,Moderate,4
30.0,105.0,25.9,0.2,6.4,36.62, 183.0 ,Moderate,4
0.0,190.0,16.35,0.0,7.9,31.07, 183.0 ,Moderate,4
96.0,169.0,47.38,1.45,12.72,80.5, 183.0 ,Moderate,4
100.0,162.75,27.97,0.62,11.75,79.15, 183.0 ,Moderate,4
80.75,133.0,23.57,0.25,9.0,86.15, 183.0 ,Moderate,4
85.5,149.25,36.58,0.0,6.17,83.9, 183.0 ,Moderate,4
81.5,173.25,45.0,0.75,12.9,80.82, 183.0 ,Moderate,4
114.25,212.75,32.95,0.33,8.62,85.42, 183.0 ,Moderate,4
30.0,122.0,9.65,0.2,8.5,35.85, 183.0 ,Moderate,4
88.25,114.5,5.52,0.0,10.0,85.5, 183.0 ,Moderate,4
40.25,182.0,29.4,0.55,10.5,46.1, 183.0 ,Moderate,4
89.0,169.0,47.55,0.1,12.8,51.9, 183.0 ,Moderate,4
77.0,188.0,48.85,0.5,11.3,56.95, 183.0 ,Moderate,4
79.0,124.0,21.15,0.1,0.0,156.8, 184.0 ,Moderate,4
51.0,90.75,15.65,0.1,9.03,157.27, 184.0 ,Moderate,4
98.25,184.5,63.2,0.08,13.72,35.8, 184.0 ,Moderate,4
78.25,128.25,20.8,0.1,9.17,157.25, 184.0 ,Moderate,4
81.0,123.75,29.95,0.03,5.8,77.4, 184.0 ,Moderate,4
88.5,131.5,28.18,0.1,3.13,44.1, 184.0 ,Moderate,4
68.75,106.75,14.8,0.1,12.35,105.85, 184.0 ,Moderate,4
67.25,120.75,26.55,0.1,15.7,85.75, 184.0 ,Moderate,4
0.0,325.25,66.67,0.3,0.55,76.5, 184.0 ,Moderate,4
0.0,272.25,87.1,0.3,0.82,61.62, 184.0 ,Moderate,4
0.0,234.75,59.3,0.0,7.27,60.97, 184.0 ,Moderate,4
0.0,188.0,31.05,0.3,4.85,73.02, 184.0 ,Moderate,4
64.0,199.0,47.42,0.0,8.85,56.35, 184.0 ,Moderate,4
0.0,218.0,42.65,0.0,7.95,64.42, 184.0 ,Moderate,4
134.0,194.0,3.12,0.7,9.4,69.12, 184.0 ,Moderate,4
95.0,163.0,47.65,0.82,9.72,80.58, 184.0 ,Moderate,4
127.25,188.0,53.12,1.1,10.12,85.5, 184.0 ,Moderate,4
122.0,280.5,72.0,2.12,19.3,69.22, 184.0 ,Moderate,4
70.5,183.75,53.67,0.38,12.25,38.25, 184.0 ,Moderate,4
59.0,447.0,38.27,0.3,8.95,36.75, 184.0 ,Moderate,4
34.0,173.0,53.58,0.6,7.05,53.65, 184.0 ,Moderate,4
70.0,178.0,49.9,0.5,9.97,55.5, 184.0 ,Moderate,4
68.0,127.0,48.62,0.23,8.6,40.0, 184.0 ,Moderate,4
50.0,175.0,58.58,0.9,6.6,68.88, 184.0 ,Moderate,4
108.75,156.0,20.43,0.1,9.73,77.42, 185.0 ,Moderate,4
78.75,131.25,21.98,0.08,16.3,81.35, 185.0 ,Moderate,4
85.75,130.75,37.9,0.0,3.73,21.05, 185.0 ,Moderate,4
82.75,112.0,17.4,0.08,5.3,31.88, 185.0 ,Moderate,4
67.75,111.25,14.67,0.1,13.55,106.83, 185.0 ,Moderate,4
65.5,107.5,13.9,0.1,13.38,107.33, 185.0 ,Moderate,4
107.0,166.25,32.22,0.0,10.72,67.6, 185.0 ,Moderate,4
0.0,286.0,79.95,0.3,0.4,51.05, 185.0 ,Moderate,4
0.0,206.75,48.02,0.0,5.43,69.72, 185.0 ,Moderate,4
92.0,174.0,16.15,0.0,6.95,27.35, 185.0 ,Moderate,4
0.0,243.0,39.95,0.15,4.25,65.78, 185.0 ,Moderate,4
33.25,74.5,2.15,2.77,9.0,26.05, 185.0 ,Moderate,4
43.0,66.25,14.07,0.2,9.28,80.75, 185.0 ,Moderate,4
84.5,142.75,27.33,0.72,11.53,73.1, 185.0 ,Moderate,4
76.5,137.0,25.95,0.5,8.82,86.2, 185.0 ,Moderate,4
96.0,185.0,43.8,1.12,11.93,81.02, 185.0 ,Moderate,4
94.25,186.0,42.4,0.25,9.9,83.78, 185.0 ,Moderate,4
93.25,607.75,33.55,0.12,9.78,26.27, 185.0 ,Moderate,4
46.0,127.5,70.75,0.33,15.95,43.0, 185.0 ,Moderate,4
48.25,152.25,52.35,0.4,14.22,45.77, 185.0 ,Moderate,4
59.25,154.75,40.77,0.38,13.55,52.58, 185.0 ,Moderate,4
143.5,292.5,67.62,0.35,11.38,68.45, 185.0 ,Moderate,4
46.0,166.0,54.58,0.45,6.85,47.8, 185.0 ,Moderate,4
87.5,121.0,29.1,0.1,20.5,114.67, 186.0 ,Moderate,4
97.0,135.75,19.8,0.1,21.57,141.6, 186.0 ,Moderate,4
91.5,131.75,18.07,0.1,15.83,138.65, 186.0 ,Moderate,4
85.5,125.25,17.85,0.1,14.08,140.63, 186.0 ,Moderate,4
88.25,131.25,17.8,0.13,14.02,120.55, 186.0 ,Moderate,4
85.0,122.25,15.13,0.1,14.23,110.27, 186.0 ,Moderate,4
91.0,129.0,16.58,0.1,15.9,132.78, 186.0 ,Moderate,4
98.25,137.75,31.75,0.1,12.12,89.2, 186.0 ,Moderate,4
89.0,125.5,24.53,0.27,8.5,80.35, 186.0 ,Moderate,4
81.25,128.5,48.97,0.03,6.85,9.8, 186.0 ,Moderate,4
109.75,208.75,85.98,1.62,16.05,44.1, 186.0 ,Moderate,4
76.0,139.0,59.67,0.0,4.65,18.1, 186.0 ,Moderate,4
100.5,185.75,107.5,0.03,7.25,15.67, 186.0 ,Moderate,4
68.75,112.25,14.38,0.05,6.37,93.08, 186.0 ,Moderate,4
56.5,99.5,23.83,0.05,9.25,95.57, 186.0 ,Moderate,4
56.25,103.25,31.75,0.13,24.03,99.0, 186.0 ,Moderate,4
94.0,178.75,47.17,0.0,5.78,71.65, 186.0 ,Moderate,4
0.0,167.0,24.45,0.35,5.53,77.4, 186.0 ,Moderate,4
30.0,91.0,14.03,0.05,6.45,30.6, 186.0 ,Moderate,4
52.0,124.0,17.9,0.0,6.1,29.8, 186.0 ,Moderate,4
51.0,118.0,31.05,0.0,5.22,37.75, 186.0 ,Moderate,4
0.0,212.0,39.43,0.22,4.65,65.78, 186.0 ,Moderate,4
0.0,200.0,39.8,0.45,5.6,65.15, 186.0 ,Moderate,4
46.0,103.25,2.1,2.9,9.35,25.7, 186.0 ,Moderate,4
102.0,169.0,18.12,0.5,11.15,80.65, 186.0 ,Moderate,4
78.0,141.0,22.8,0.28,11.5,57.15, 186.0 ,Moderate,4
80.0,162.0,44.67,0.78,16.23,80.03, 186.0 ,Moderate,4
71.75,135.5,29.88,0.57,9.5,60.25, 186.0 ,Moderate,4
85.0,157.75,30.4,0.6,8.45,86.15, 186.0 ,Moderate,4
90.75,162.0,40.52,0.9,10.25,85.85, 186.0 ,Moderate,4
102.5,184.0,47.67,1.4,11.27,83.0, 186.0 ,Moderate,4
106.5,212.0,47.48,1.12,11.98,79.58, 186.0 ,Moderate,4
100.75,202.5,47.85,1.3,14.07,83.03, 186.0 ,Moderate,4
132.75,237.5,43.73,2.77,15.57,83.88, 186.0 ,Moderate,4
2.0,119.0,70.62,0.15,11.35,41.2, 186.0 ,Moderate,4
68.5,164.75,30.82,0.2,11.6,52.9, 186.0 ,Moderate,4
63.0,158.5,30.52,0.0,12.35,55.75, 186.0 ,Moderate,4
61.75,272.5,22.52,0.28,11.78,28.7, 186.0 ,Moderate,4
114.5,231.0,65.38,0.3,8.3,66.32, 186.0 ,Moderate,4
74.75,190.75,59.67,0.3,9.0,54.85, 186.0 ,Moderate,4
76.0,193.25,53.5,0.28,10.53,45.72, 186.0 ,Moderate,4
51.0,200.0,44.57,0.35,6.93,39.1, 186.0 ,Moderate,4
83.0,122.5,13.93,0.1,9.88,102.9, 187.0 ,Moderate,4
131.75,195.25,80.57,0.05,9.72,8.3, 187.0 ,Moderate,4
122.75,204.0,32.5,0.03,13.53,86.25, 187.0 ,Moderate,4
98.25,135.75,32.45,0.08,13.42,126.9, 187.0 ,Moderate,4
83.5,112.0,18.85,0.08,5.68,28.43, 187.0 ,Moderate,4
54.75,111.25,14.22,0.1,9.13,87.7, 187.0 ,Moderate,4
0.0,256.25,55.42,0.4,0.0,44.05, 187.0 ,Moderate,4
0.0,245.25,68.75,0.0,8.45,67.9, 187.0 ,Moderate,4
98.5,161.25,45.5,0.0,14.7,72.47, 187.0 ,Moderate,4
92.0,154.25,45.88,0.0,6.55,75.2, 187.0 ,Moderate,4
88.0,152.25,42.23,0.0,6.3,77.4, 187.0 ,Moderate,4
94.0,164.5,46.15,0.0,6.53,76.03, 187.0 ,Moderate,4
0.0,171.0,25.35,0.12,7.77,77.03, 187.0 ,Moderate,4
59.0,149.5,4.35,0.95,6.83,28.95, 187.0 ,Moderate,4
144.0,201.0,0.0,0.67,10.0,64.22, 187.0 ,Moderate,4
140.0,223.0,18.9,0.7,11.5,72.32, 187.0 ,Moderate,4
48.0,85.5,17.2,0.2,9.95,81.28, 187.0 ,Moderate,4
105.75,196.5,46.07,1.33,12.9,85.33, 187.0 ,Moderate,4
149.0,362.5,42.02,2.25,8.97,84.95, 187.0 ,Moderate,4
109.5,224.0,43.3,0.65,10.78,84.53, 187.0 ,Moderate,4
71.75,172.25,23.45,0.28,14.12,57.33, 187.0 ,Moderate,4
50.25,153.5,19.05,0.32,13.32,57.8, 187.0 ,Moderate,4
89.75,200.25,64.35,0.28,7.4,64.25, 187.0 ,Moderate,4
73.0,146.0,54.12,0.35,11.18,43.67, 187.0 ,Moderate,4
58.0,102.75,14.7,0.1,11.88,159.78, 188.0 ,Moderate,4
111.0,153.0,25.03,0.2,8.4,74.0, 188.0 ,Moderate,4
91.25,152.25,21.43,0.25,7.45,55.37, 188.0 ,Moderate,4
106.0,203.75,65.87,0.08,11.5,31.35, 188.0 ,Moderate,4
106.5,157.75,45.43,0.08,9.83,70.58, 188.0 ,Moderate,4
83.0,107.75,41.17,0.0,4.52,30.88, 188.0 ,Moderate,4
75.0,122.0,20.0,0.05,4.23,35.78, 188.0 ,Moderate,4
81.0,114.25,23.9,0.05,4.6,31.87, 188.0 ,Moderate,4
83.75,118.75,25.0,0.05,4.97,29.4, 188.0 ,Moderate,4
90.5,140.0,19.43,0.0,0.0,77.43, 188.0 ,Moderate,4
76.75,122.25,89.08,0.05,7.8,83.8, 188.0 ,Moderate,4
70.25,121.0,18.4,0.1,7.95,82.33, 188.0 ,Moderate,4
96.0,208.75,34.78,0.5,0.0,39.9, 188.0 ,Moderate,4
100.0,193.75,51.58,0.0,4.92,66.88, 188.0 ,Moderate,4
77.0,205.25,48.73,0.0,7.85,41.47, 188.0 ,Moderate,4
0.0,194.0,23.9,0.33,7.05,78.82, 188.0 ,Moderate,4
61.0,162.0,45.05,0.0,5.3,44.05, 188.0 ,Moderate,4
59.0,174.0,51.75,0.0,6.92,47.17, 188.0 ,Moderate,4
0.0,259.0,39.85,0.12,4.75,65.18, 188.0 ,Moderate,4
125.5,244.0,22.67,1.4,11.9,60.73, 188.0 ,Moderate,4
135.0,252.0,2.45,1.25,12.22,56.08, 188.0 ,Moderate,4
162.0,245.0,0.1,0.82,11.68,59.6, 188.0 ,Moderate,4
110.0,169.0,9.02,0.45,11.17,79.95, 188.0 ,Moderate,4
105.0,167.0,46.4,0.38,8.38,81.1, 188.0 ,Moderate,4
66.0,113.0,21.27,0.23,12.43,55.1, 188.0 ,Moderate,4
103.0,173.0,35.17,0.0,10.78,83.35, 188.0 ,Moderate,4
100.75,192.25,49.12,1.32,16.4,77.97, 188.0 ,Moderate,4
138.0,305.5,65.05,2.15,16.85,69.7, 188.0 ,Moderate,4
0.0,125.0,51.4,0.4,16.9,39.2, 188.0 ,Moderate,4
51.5,154.5,28.95,0.15,13.75,61.62, 188.0 ,Moderate,4
80.75,174.25,28.85,0.25,13.18,60.92, 188.0 ,Moderate,4
81.0,199.0,49.85,0.3,11.52,55.58, 188.0 ,Moderate,4
25.0,144.0,64.1,0.83,12.0,62.23, 188.0 ,Moderate,4
103.0,144.75,40.5,0.1,10.42,36.75, 189.0 ,Moderate,4
96.25,143.25,19.15,0.1,27.35,150.92, 189.0 ,Moderate,4
84.25,136.25,18.37,0.1,12.05,160.73, 189.0 ,Moderate,4
81.0,117.75,18.03,0.1,0.0,156.8, 189.0 ,Moderate,4
59.5,98.25,36.33,0.13,75.72,152.4, 189.0 ,Moderate,4
79.0,131.75,24.1,0.1,9.75,107.33, 189.0 ,Moderate,4
84.75,130.5,40.35,0.03,6.85,57.32, 189.0 ,Moderate,4
96.0,205.25,30.7,0.43,2.45,37.95, 189.0 ,Moderate,4
44.0,108.0,10.43,0.1,6.92,28.12, 189.0 ,Moderate,4
72.0,110.0,25.15,0.15,11.15,74.75, 189.0 ,Moderate,4
71.75,101.75,21.27,0.23,10.08,81.75, 189.0 ,Moderate,4
91.0,136.75,10.9,0.3,10.5,85.12, 189.0 ,Moderate,4
50.0,205.5,21.8,0.23,8.23,41.33, 189.0 ,Moderate,4
22.25,140.0,42.2,0.38,12.72,37.85, 189.0 ,Moderate,4
82.25,180.25,25.73,0.57,11.05,57.27, 189.0 ,Moderate,4
57.0,139.0,61.17,0.38,10.75,49.68, 189.0 ,Moderate,4
173.75,334.0,53.2,0.45,11.07,69.5, 189.0 ,Moderate,4
64.75,126.0,20.28,0.1,45.65,161.2, 190.0 ,Moderate,4
61.25,101.0,13.53,0.1,16.1,161.22, 190.0 ,Moderate,4
53.75,95.75,14.28,0.1,15.62,156.3, 190.0 ,Moderate,4
75.0,107.0,20.12,0.1,8.12,90.67, 190.0 ,Moderate,4
103.0,134.0,17.4,0.1,10.05,106.33, 190.0 ,Moderate,4
75.25,111.25,28.92,0.1,13.92,153.85, 190.0 ,Moderate,4
64.75,101.25,26.48,0.08,68.82,146.5, 190.0 ,Moderate,4
128.75,212.0,79.9,1.97,16.7,55.35, 190.0 ,Moderate,4
66.75,110.0,19.22,0.1,0.0,120.52, 190.0 ,Moderate,4
102.0,170.0,129.12,0.03,7.48,9.3, 190.0 ,Moderate,4
111.5,185.5,120.3,0.05,9.45,9.3, 190.0 ,Moderate,4
71.25,114.5,23.05,0.05,4.73,35.75, 190.0 ,Moderate,4
0.0,250.0,27.73,0.32,9.0,77.18, 190.0 ,Moderate,4
0.0,266.0,38.88,0.6,5.62,62.52, 190.0 ,Moderate,4
71.75,186.0,29.8,0.15,3.52,32.97, 190.0 ,Moderate,4
89.0,200.0,4.27,2.08,11.9,55.95, 190.0 ,Moderate,4
0.0,119.0,2.5,0.33,9.62,38.95, 190.0 ,Moderate,4
50.0,94.0,19.0,0.2,11.5,53.27, 190.0 ,Moderate,4
64.75,109.75,25.07,0.0,7.77,83.15, 190.0 ,Moderate,4
73.0,101.0,19.62,0.25,9.43,82.33, 190.0 ,Moderate,4
79.75,131.5,28.18,0.57,11.0,62.75, 190.0 ,Moderate,4
60.5,391.5,37.62,0.1,10.0,31.15, 190.0 ,Moderate,4
38.0,202.75,36.88,0.15,9.88,35.95, 190.0 ,Moderate,4
85.0,182.25,29.88,0.8,11.73,60.62, 190.0 ,Moderate,4
53.75,291.75,27.23,1.02,15.52,30.25, 190.0 ,Moderate,4
50.0,133.0,64.62,0.6,11.55,57.58, 190.0 ,Moderate,4
68.5,117.0,13.6,0.1,21.8,161.7, 191.0 ,Moderate,4
69.25,112.25,11.8,0.1,21.38,161.68, 191.0 ,Moderate,4
70.0,107.0,30.33,0.1,18.9,147.97, 191.0 ,Moderate,4
72.75,120.25,26.72,0.1,16.03,137.2, 191.0 ,Moderate,4
81.5,134.75,18.78,0.1,12.93,146.03, 191.0 ,Moderate,4
85.0,142.5,26.2,0.2,12.9,123.0, 191.0 ,Moderate,4
91.5,145.75,18.88,0.2,15.22,146.52, 191.0 ,Moderate,4
92.5,131.25,21.35,0.1,17.45,149.45, 191.0 ,Moderate,4
89.25,123.5,11.55,0.1,22.15,158.75, 191.0 ,Moderate,4
97.75,143.0,38.48,0.1,16.12,92.12, 191.0 ,Moderate,4
108.75,151.0,19.95,0.4,8.35,89.65, 191.0 ,Moderate,4
86.75,126.0,18.73,0.08,17.03,131.8, 191.0 ,Moderate,4
67.25,112.75,20.38,0.05,6.43,68.6, 191.0 ,Moderate,4
65.75,104.25,87.15,0.23,15.32,130.83, 191.0 ,Moderate,4
67.0,98.0,21.32,0.0,5.68,66.65, 191.0 ,Moderate,4
96.0,220.0,27.82,0.43,1.75,37.27, 191.0 ,Moderate,4
0.0,342.0,93.62,1.0,12.68,68.95, 191.0 ,Moderate,4
0.0,364.5,87.75,0.0,12.47,69.77, 191.0 ,Moderate,4
0.0,302.0,81.83,4.2,12.22,70.25, 191.0 ,Moderate,4
0.0,282.25,72.62,0.0,10.93,71.53, 191.0 ,Moderate,4
0.0,278.0,43.22,0.55,6.05,53.2, 191.0 ,Moderate,4
113.0,158.0,8.68,0.5,10.53,78.15, 191.0 ,Moderate,4
50.0,100.0,20.23,0.2,11.3,56.2, 191.0 ,Moderate,4
116.75,208.0,45.83,1.35,12.57,72.1, 191.0 ,Moderate,4
104.75,212.0,54.1,1.88,12.95,78.73, 191.0 ,Moderate,4
113.0,240.5,48.75,0.78,10.32,85.05, 191.0 ,Moderate,4
93.75,216.75,25.38,0.55,12.6,52.05, 191.0 ,Moderate,4
73.5,209.25,20.88,0.2,12.97,41.9, 191.0 ,Moderate,4
64.5,249.25,24.68,0.65,14.12,34.05, 191.0 ,Moderate,4
95.75,136.25,17.15,0.1,12.1,105.85, 192.0 ,Moderate,4
99.0,131.5,19.93,0.1,19.5,122.0, 192.0 ,Moderate,4
97.0,124.5,17.15,0.1,7.95,106.33, 192.0 ,Moderate,4
117.25,148.0,23.38,0.1,17.35,103.4, 192.0 ,Moderate,4
70.25,105.5,50.27,0.05,7.43,10.28, 192.0 ,Moderate,4
84.75,154.75,42.57,0.18,10.25,45.55, 192.0 ,Moderate,4
113.0,188.75,58.05,0.03,8.88,33.83, 192.0 ,Moderate,4
111.75,166.25,51.68,0.05,10.35,47.03, 192.0 ,Moderate,4
84.0,188.0,44.25,0.05,7.35,68.12, 192.0 ,Moderate,4
78.75,132.75,23.92,0.0,30.0,162.68, 192.0 ,Moderate,4
